satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Departments ,salary
0.55,0.61,4,272,4,1,0,5,1
0.86,0.97,4,155,3,0,0,4,1
0.35,0.41,6,244,3,0,0,9,1
0.1,0.87,6,306,4,0,0,8,2
0.64,0.71,3,181,2,0,0,9,1
0.79,0.86,5,235,5,0,0,8,2
0.57,0.54,5,216,3,0,0,8,2
0.62,0.66,5,165,3,0,0,9,1
0.1,0.93,6,299,4,0,0,9,1
0.37,0.5,2,154,3,0,0,3,2
0.69,0.72,4,210,2,1,0,7,0
0.9,0.92,3,139,3,0,0,9,1
0.79,0.58,3,294,4,0,0,3,1
0.52,0.55,4,243,2,0,0,1,2
0.23,0.63,5,151,4,1,0,9,1
0.36,0.56,2,138,3,0,0,2,2
0.98,0.66,3,199,3,0,0,1,2
0.11,0.78,6,247,4,0,0,9,1
0.46,0.45,2,138,3,0,1,0,1
0.36,0.49,2,145,3,0,0,9,2
0.58,0.63,5,191,3,1,0,9,0
0.86,0.62,3,256,3,1,0,1,1
0.36,0.5,2,131,3,0,0,0,2
0.41,0.52,2,159,3,0,0,7,1
0.54,0.73,3,157,3,0,0,1,1
0.77,0.92,5,255,5,0,0,5,1
0.65,0.82,4,207,2,0,0,8,1
1.0,0.83,4,280,4,1,0,7,1
0.09,0.87,3,214,2,0,0,8,2
0.54,0.75,3,181,3,0,0,2,1
0.71,0.85,3,260,3,0,0,5,2
0.92,0.68,5,177,4,0,0,8,2
0.83,0.48,3,242,4,0,0,9,1
0.51,0.82,3,206,4,0,0,3,2
0.79,0.61,4,227,2,0,1,7,0
0.55,0.72,5,232,4,0,0,7,1
0.47,0.39,6,215,5,0,0,7,2
0.74,0.86,3,221,2,0,0,8,2
0.69,0.9,6,224,4,0,1,1,1
0.15,0.61,3,146,6,1,0,9,2
0.78,0.53,4,177,2,0,0,2,1
0.54,0.52,4,173,2,0,0,5,2
0.89,0.73,3,169,3,0,0,8,0
0.71,0.97,3,219,3,0,0,9,0
0.66,0.59,4,179,3,0,0,9,1
0.61,0.89,4,242,2,0,0,4,2
0.63,0.5,3,140,2,0,0,7,0
0.41,0.63,5,263,3,0,0,1,2
0.94,0.8,4,266,3,1,0,8,2
0.36,0.41,3,167,10,0,0,8,1
0.43,0.51,2,140,3,0,0,7,1
0.82,0.56,5,180,3,0,0,9,1
0.79,0.94,4,232,5,0,0,9,2
0.3,0.47,6,156,2,1,0,8,2
0.38,1.0,5,137,4,0,0,8,1
0.41,0.48,2,141,3,0,0,0,1
0.54,0.53,3,251,2,0,0,7,1
0.67,0.55,3,175,2,0,0,0,2
0.83,0.71,4,196,2,0,0,1,2
0.98,0.49,4,214,3,0,0,9,1
0.1,0.84,6,246,4,0,0,3,2
0.61,0.68,5,225,4,0,0,9,1
0.57,0.88,3,176,3,0,0,8,1
0.56,0.68,5,203,2,0,0,0,1
0.45,0.54,2,140,3,0,0,8,1
0.63,0.55,3,160,3,0,0,7,1
0.85,0.81,4,260,3,0,0,6,2
0.21,0.43,2,249,3,0,0,5,1
0.78,0.53,3,156,3,0,0,6,1
0.93,0.58,5,238,2,0,0,7,2
0.64,0.55,3,246,2,0,1,5,0
